3541755.307220545	5108409.687967327
3541745.321645749	5108423.114978459
3541735.3360768184	5108436.541978126
3541725.350513756	5108449.968966331
3541715.3649565596	5108463.3959430745
3541705.3794052307	5108476.822908353
3541695.393859768	5108490.24986217
3541685.408320175	5108503.676804524
3541675.422786447	5108517.103735417
3541665.437258588	5108530.530654846
3541655.4517365964	5108543.957562814
3541645.466220473	5108557.38445932
3541635.4807102135	5108570.811344363
3541625.4913205574	5108584.235882982
3541615.501513275	5108597.660155623
3541605.511711888	5108611.0844168095
3541595.521916394	5108624.508666541
3541585.5321267955	5108637.932904819
3541575.542343089	5108651.35713164
3541565.5525652785	5108664.781347011
3541555.5627933624	5108678.205550927
3541545.5730273407	5108691.629743386
3541535.5832672133	5108705.053924393
3541525.59351298	5108718.478093946
3541515.603764642	5108731.902252046
3541505.614022197	5108745.326398695
3541495.6242856495	5108758.750533888
3541485.6345549934	5108772.174657628
3541475.644830234	5108785.598769914
3541465.6551113687	5108799.022870749
3541455.6653983984	5108812.446960128
3541445.6756913234	5108825.871038057
3541435.6859901426	5108839.295104532
3541425.6962948577	5108852.719159553
3541415.706605467	5108866.1432031235
3541405.7169219726	5108879.567235241
3541395.7272443715	5108892.991255905
3541385.7375726677	5108906.415265117
3541375.7479068567	5108919.839262877
3541365.7582469424	5108933.263249185
3541355.768592925	5108946.687224042
3541345.778944799	5108960.111187445
3541335.789302572	5108973.535139399
3541325.7996662394	5108986.959079899
3541315.810035802	5109000.383008947
3541305.8204112602	5109013.806926544
3541295.8307926147	5109027.23083269
3541285.8411798635	5109040.654727384
3541275.8515730095	5109054.078610629
3541265.8619720517	5109067.50248242
3541255.8723769872	5109080.926342761
3541245.8827878204	5109094.350191652
3541235.8932045493	5109107.774029091
3541225.903627174	5109121.19785508
3541215.9140556958	5109134.6216696175
3541205.9244901114	5109148.045472705
3541195.9349304247	5109161.4692643415
3541185.9453766346	5109174.893044529
3541175.955828739	5109188.316813265
3541165.9662867407	5109201.740570552
3541155.9767506397	5109215.164316387
3541145.9872204335	5109228.588050773
3541135.9976961254	5109242.01177371
3541126.0081777126	5109255.435485197
3541116.018665194	5109268.859185234
3541106.029158576	5109282.2828738205
3541096.0396578535	5109295.706550958
3541086.0501630264	5109309.130216648
3541076.060674098	5109322.553870886
3541768.733121944	5108419.674708378
3541758.747530334	5108433.101722449
3541748.7619445906	5108446.528725057
3541738.776364715	5108459.955716202
3541728.7907907055	5108473.382695883
3541718.8052225634	5108486.809664101
3541708.8196602897	5108500.236620857
3541698.834103882	5108513.663566153
3541688.8485533423	5108527.090499982
3541678.8630086677	5108540.517422352
3541668.8774698633	5108553.944333257
3541658.891936924	5108567.3712327005
3541648.9064098536	5108580.798120682
3541638.9170034593	5108594.222662277
3541628.9271794516	5108607.6469378965
3541618.9373613345	5108621.071202061
3541608.947549116	5108634.495454771
