315875.9695968829	4879993.771080341
315872.3751265033	4879979.20810301
315868.78064293636	4879964.645127476
315865.18614618323	4879950.082153739
315861.591636245	4879935.5191818
315857.9971131197	4879920.956211656
315854.40257680835	4879906.393243311
315850.8080273119	4879891.830276762
315847.2134646286	4879877.26731201
315843.6188887594	4879862.704349057
315840.02429970534	4879848.1413878985
315836.4296974645	4879833.578428539
315832.8350820379	4879819.015470976
315829.24045342667	4879804.452515209
315825.64581162867	4879789.88956124
315822.0511566452	4879775.326609067
315818.45648847724	4879760.763658691
315814.8618071227	4879746.200710113
315811.2671125828	4879731.637763333
315807.6724048584	4879717.0748183485
315804.0776839478	4879702.511875162
315800.4829498519	4879687.94893377
315796.8882025718	4879673.385994177
315793.2934421054	4879658.823056381
315789.698668454	4879644.260120382
315786.1038816186	4879629.697186179
315782.509081597	4879615.134253773
315778.9142683905	4879600.571323166
315775.3194420001	4879586.008394354
315771.72460242384	4879571.44546734
315768.1297496628	4879556.882542121
315764.53488371806	4879542.319618701
315760.9400045875	4879527.756697077
315757.3451122723	4879513.193777251
315753.7502067736	4879498.6308592195
315750.15528808924	4879484.067942987
315746.5603562204	4879469.5050285505
315742.9654111681	4879454.942115911
315739.37045293045	4879440.379205069
315735.77548150846	4879425.816296023
315732.18049690314	4879411.253388774
315728.5854991126	4879396.690483324
315724.9904881378	4879382.127579668
315721.39546398	4879367.564677809
315717.80042663804	4879353.001777749
315714.20537611004	4879338.438879484
315710.61031240004	4879323.875983016
315707.0152355061	4879309.313088344
315703.4201454263	4879294.750195472
315699.82504216465	4879280.187304393
315696.2299257194	4879265.624415114
315692.6347960882	4879251.061527628
315689.0396532754	4879236.498641943
315685.444497279	4879221.935758052
315681.84932809696	4879207.372875959
315678.25414573355	4879192.809995662
315674.65895018657	4879178.247117164
315671.06374145416	4879163.684240459
315667.46851954045	4879149.121365554
315663.8732844434	4879134.5584924435
315660.2780361611	4879119.995621131
315656.68277469755	4879105.432751615
315653.0875000509	4879090.869883896
315649.4922122201	4879076.307017973
315645.8969112063	4879061.744153848
315642.30159701046	4879047.181291519
315638.7062696307	4879032.618430986
315635.11092906795	4879018.05557225
315631.5155753234	4879003.49271531
315627.9202083951	4878988.929860168
315861.407190697	4879997.368616379
315857.812720543	4879982.805641171
315854.2182372029	4879968.242667761
315850.62374067784	4879953.679696147
315847.0292309649	4879939.116726331
315843.434708067	4879924.553758311
315839.84017198323	4879909.990792089
315836.2456227137	4879895.427827665
315832.65106025944	4879880.864865036
315829.05648461846	4879866.301904205
315825.4618957908	4879851.73894517
315821.86729377863	4879837.175987934
315818.2726785809	4879822.613032493
315814.67805019865	4879808.05007885
315811.08340863005	4879793.487127002
315807.48875387607	4879778.924176955
315803.8940859367	4879764.361228703
315800.299404811	4879749.798282248
315796.7047105022	4879735.235337588
315793.1100030071	4879720.672394727
315789.515282327	4879706.109453664
315785.9205484618	4879691.546514397
315782.32580141246	4879676.983576925
315778.73104117624	4879662.420641252
315775.1362677561	4879647.857707375
315771.54148115113	4879633.294775296
315767.9466813614	4879618.731845013
315764.3518683878	4879604.168916527
315760.7570422286	4879589.605989838
315757.1622028836	4879575.043064946
315753.56735035504	4879560.480141851
315749.97248464194	4879545.9172205515
315746.3776057454	4879531.35430105
315742.7827136633	4879516.791383347
315739.1878083969	4879502.228467437
315735.5928899451	4879487.665553329
315731.99795830995	4879473.1026410125
315728.40301349165	4879458.539730497
315724.80805548816	4879443.976821775
315721.2130843005	4879429.413914853
315717.6180999287	4879414.851009726
315714.02310237195	4879400.288106396
315710.42809163313	4879385.725204863
315706.83306770946	4879371.162305127
315703.2380306019	4879356.599407188
315699.6429803104	4879342.036511044
315696.04791683523	4879327.4736167
315692.4528401763	4879312.91072415
315688.8577503337	4879298.347833397
315685.2626473074	4879283.784944442
315681.6675310976	4879269.222057284
315678.0724017043	4879254.659171922
315674.47725912853	4879240.096288356
315670.88210336724	4879225.533406587
315667.2869344237	4879210.970526615
315663.69175229676	4879196.40764844
315660.0965569866	4879181.844772062
315656.5013484943	4879167.281897481
315652.9061268177	4879152.719024695
315649.31089195714	4879138.156153708
315645.7156439144	4879123.593284517
315642.1203826887	4879109.030417121
315638.52510828106	4879094.467551524
315634.9298206895	4879079.904687721
315631.33451991505	4879065.341825716
315627.7392059579	4879050.7789655095
315624.143878817	4879036.216107097
315620.5485384954	4879021.653250483
315616.9531849901	4879007.090395664
315613.3578183022	4878992.527542643
315846.84478365746	4880000.966152879
315843.25031373	4879986.403179796
315839.6558306156	4879971.840208509
315836.06133431743	4879957.277239019
315832.4668248326	4879942.714271326
315828.872302162	4879928.15130543
315825.2777663048	4879913.588341331
315821.68321726297	4879899.025379029
315818.08865503554	4879884.462418525
315814.4940796227	4879869.899459817
315810.8994910234	4879855.336502907
315807.3048892397	4879840.773547792
315803.71027427074	4879826.210594475
315800.1156461174	4879811.647642955
315796.52100477694	4879797.084693232
315792.92635025224	4879782.5217453055
315789.33168254246	4879767.958799177
315785.7370016476	4879753.395854845
315782.1423075667	4879738.83291231
315778.5476003018	4879724.269971571
315774.95287985203	4879709.70703263
315771.3581462173	4879695.144095485
315767.7633993968	4879680.581160137
315764.16863939253	4879666.018226586
315760.57386620465	4879651.455294831
315756.97907983104	4879636.892364875
315753.3842802718	4879622.329436716
315749.789467529	4879607.766510353
315746.19464160164	4879593.203585787
315742.59980249	4879578.640663017
315739.00495019276	4879564.077742044
315735.4100847123	4879549.514822868
315731.8152060475	4879534.951905488
315728.2203141985	4879520.388989907
315724.6254091653	4879505.82607612
315721.0304909478	4879491.263164133
315717.43555954634	4879476.70025394
315713.8406149609	4879462.137345545
315710.24565719033	4879447.574438947
315706.6506862369	4879433.011534146
315703.0557020995	4879418.44863114
315699.46070477844	4879403.885729934
315695.86569427245	4879389.322830523
315692.27067058376	4879374.759932909
315688.67563371244	4879360.1970370915
315685.08058365644	4879345.63414307
315681.48552041594	4879331.071250847
315677.89044399274	4879316.508360419
315674.2953543862	4879301.945471788
315670.7002515963	4879287.382584956
315667.10513562185	4879272.819699918
315663.5100064652	4879258.256816678
315659.9148641252	4879243.693935233
315656.31970860215	4879229.131055586
315652.72453989583	4879214.568177737
315649.1293580064	4879200.005301683
315645.53416293394	4879185.442427427
315641.9389546785	4879170.8795549655
315638.343733239	4879156.316684304
315634.7484986177	4879141.753815436
315631.15325081337	4879127.190948365
